Data.Precipitation,Date,Station.City,State,Temperature,Wind Speed
0,3/20/2016,Puntilla Lake,Alaska,60,0
0,3/20/2016,Shemya,Alaska,60,23
0.58,3/20/2016,Sitka,Alaska,47,6.71
0.17,3/20/2016,Skagway,Alaska,41,4.48
0.1,3/20/2016,St Paul Island,Alaska,27,20.14
0.45,3/20/2016,Talkeetna,Alaska,23,1.72
0,3/20/2016,Tanana,Alaska,7,3.17
0,3/20/2016,Utqiagvik (Barrow),Alaska,-9,9.81
0,3/20/2016,Wrangell,Alaska,60,5.21
1.8,3/20/2016,Yakutat,Alaska,38,4.1
0,3/20/2016,Douglas Bisbee,Arizona,58,4.12
0,3/20/2016,Kingman,Arizona,58,4.07
0,3/20/2016,Phoenix,Arizona,72,1.48
0,3/20/2016,Tucson,Arizona,67,1.71
0,3/20/2016,Winslow,Arizona,51,4.12
0.27,3/20/2016,Fort Smith,Arkansas,55,6.34
0.03,3/20/2016,Harrison,Arkansas,52,5.54
0,3/20/2016,North Little Rock,Arkansas,58,0
0,3/20/2016,Bakersfield,California,62,2.4
0,3/20/2016,Bishop,California,55,3.44
0,3/20/2016,China Lake,California,61,6.05
0.09,3/20/2016,Concord,California,59,3.84
0.62,3/20/2016,Eureka,California,53,0
0,3/20/2016,Fresno,California,61,3.04
0,3/20/2016,Hayward,California,59,4.22
0.05,3/20/2016,Long Beach,California,64,2.21
0,3/20/2016,Los Angeles,California,63,4.84
1.06,3/20/2016,Red Bluff,California,58,5.4
0.71,3/20/2016,Redding,California,59,4.35
0.08,3/20/2016,Sacramento,California,58,4.07
0.11,3/20/2016,Salinas,California,58,3.3
0,3/20/2016,San Diego,California,64,3.61
0.11,3/20/2016,San Francisco,California,59,6.31
0,3/20/2016,Sandberg,California,58,9.85
0,3/20/2016,Santa Barbara,California,61,1.74
0.06,3/20/2016,Santa Maria,California,61,5.84
0.04,3/20/2016,Stockton,California,58,4.27
0,3/20/2016,Alamosa,Colorado,36,6.77
0.17,3/20/2016,Colorado Springs,Colorado,35,5.61
0.12,3/20/2016,Craig,Colorado,32,5.9
0.28,3/20/2016,Denver,Colorado,36,8.44
0.14,3/20/2016,Grand Junction,Colorado,43,2.9
0.1,3/20/2016,Pueblo,Colorado,40,5.5
1.03,3/20/2016,Bridgeport,Connecticut,45,9.14
0.81,3/20/2016,Windsor Locks,Connecticut,43,6.88
0.87,3/20/2016,Newark,DE,48,7.92
0.87,3/20/2016,Wilmington,Delaware,48,7.92
0.53,3/20/2016,Daytona Beach,Florida,75,5.48
0.95,3/20/2016,Fort Lauderdale,Florida,76,5.18
1.23,3/20/2016,Gainesville,Florida,72,6.18
0.31,3/20/2016,Jacksonville,Florida,72,6.6
0.03,3/20/2016,Key West,Florida,78,6.25
0.19,3/20/2016,Miami,Florida,79,4.22
0.17,3/20/2016,Orlando,Florida,75,5.7
2.19,3/20/2016,Pensacola,Florida,67,8.44
1.44,3/20/2016,Tallahassee,Florida,71,5.6
0.37,3/20/2016,Tampa,Florida,74,6.02
0.53,3/20/2016,Vero Beach,Florida,74,4.45
0.16,3/20/2016,West Palm Beach,Florida,77,5.07
0.25,3/20/2016,Alma,Georgia,69,4.9
0,3/20/2016,Athens,Georgia,64,4.04
0.01,3/20/2016,Atlanta,Georgia,64,8.28
0.25,3/20/2016,Augusta,Georgia,66,4.17
0.36,3/20/2016,Macon,Georgia,66,5.28
0.18,3/20/2016,Savannah,Georgia,70,6.38
1.61,3/20/2016,Hilo,Hawaii,74,5.24
0,3/20/2016,Honolulu,Hawaii,74,8.77
0.34,3/20/2016,Kahului,Hawaii,73,9.75
0.53,3/20/2016,Kaunakakai,Hawaii,71,10.01
0.02,3/20/2016,Lihue,Hawaii,72,13.47
0.36,3/20/2016,Boise,Idaho,44,7.05
0.25,3/20/2016,Lewiston,Idaho,45,4.32
0.55,3/20/2016,Pocatello,Idaho,37,11.25
0.19,3/20/2016,Chicago,Illinois,45,9.51
0.6,3/20/2016,Moline,Illinois,47,8.28
0.45,3/20/2016,Peoria,Illinois,48,6.4
0.05,3/20/2016,Quincy,Illinois,48,6.71
1.38,3/20/2016,Rockford,Illinois,45,8.22
0.41,3/20/2016,Springfield,Illinois,51,8.04
0.78,3/20/2016,Evansville,Indiana,53,7.02
0,3/20/2016,Fort Wayne,Indiana,45,10.27
0.09,3/20/2016,Indianapolis,Indiana,51,9.47
0.18,3/20/2016,South Bend,Indiana,42,8.95
0.61,3/20/2016,Cedar Rapids,Iowa,44,8.94
0.98,3/20/2016,Des Moines,Iowa,47,9.61
1.25,3/20/2016,Dubuque,Iowa,41,9.58
0.41,3/20/2016,Sioux City,Iowa,43,10.21
0.86,3/20/2016,Waterloo,Iowa,43,7.81
0,3/20/2016,Concordia,Kansas,44,8.31
0.03,3/20/2016,Dodge City,Kansas,40,9.05
0.08,3/20/2016,Goodland,Kansas,38,10.77
0,3/20/2016,Medicine Lodge,Kansas,45,7.91
0.05,3/20/2016,Topeka,Kansas,47,7.38
0,3/20/2016,Wichita,Kansas,48,10.11
0.16,3/20/2016,Covington,Kentucky,52,8.08
0.19,3/20/2016,Jackson,Kentucky,56,2.8
0.07,3/20/2016,Lexington,Kentucky,54,8.21
0.24,3/20/2016,Louisville,Kentucky,57,8.77
0.93,3/20/2016,Paducah,Kentucky,53,7.1
0.42,3/20/2016,Baton Rouge,Louisiana,66,6.4
0.07,3/20/2016,Lake Charles,Louisiana,67,8.3
2.29,3/20/2016,New Orleans,Louisiana,70,9.07
0.05,3/20/2016,Shreveport,Louisiana,62,7.85
0.62,3/20/2016,Slidell,Louisiana,67,5.37
0.45,3/20/2016,Bangor,Maine,34,6.88
0.75,3/20/2016,Caribou,Maine,25,6.42
1.1,3/20/2016,Portland,Maine,38,7.11
0.79,3/20/2016,Baltimore,Maryland,49,6.7
0.93,3/20/2016,Salisbury,Maryland,50,5.85
1.5,3/20/2016,Boston,Massachusetts,42,11
0,3/20/2016,Milton,Massachusetts,60,10.97
1.28,3/20/2016,Worcester,Massachusetts,39,9.44
1.19,3/20/2016,Alpena,Michigan,35,4.8
0.12,3/20/2016,Detroit,Michigan,45,7.87
0.15,3/20/2016,Flint,Michigan,44,7.3
0.52,3/20/2016,Grand Rapids,Michigan,42,9.58
0.93,3/20/2016,Houghton Lake,Michigan,37,5.45
0.16,3/20/2016,Lansing,Michigan,42,8.42
1.96,3/20/2016,Marquette,Michigan,30,0
0.49,3/20/2016,Muskegon,Michigan,41,7.78
0.68,3/20/2016,Sault Ste Marie,Michigan,34,4.82
2.75,3/20/2016,Duluth,Minnesota,31,6.94
2.07,3/20/2016,International Falls,Minnesota,29,5.64
0.99,3/20/2016,Minneapolis,Minnesota,41,8.67
1.23,3/20/2016,Rochester,Minnesota,40,10.65
0.41,3/20/2016,St Cloud,Minnesota,38,7.65
0.28,3/20/2016,Greenville,Mississippi,60,9.41
0.51,3/20/2016,Greenwood,Mississippi,60,7.12
1.13,3/20/2016,Gulfport,Mississippi,66,7.34
1.28,3/20/2016,Hattiesburg,Mississippi,65,5.98
1.69,3/20/2016,Jackson,Mississippi,62,7.04
1.61,3/20/2016,Meridian,Mississippi,61,6.61
0.7,3/20/2016,Tupelo,Mississippi,59,5.88
0.12,3/20/2016,Cape Girardeau,Missouri,53,7.8
0.07,3/20/2016,Columbia,Missouri,49,7.47
0.07,3/20/2016,Kansas City,Missouri,47,7.17
0.08,3/20/2016,Rolla/Vichy,Missouri,48,7.5
0,3/20/2016,Springfield,Missouri,50,7.72
0.16,3/20/2016,St Joseph,Missouri,45,7.28
0.36,3/20/2016,St Louis,Missouri,54,6.7
0.05,3/20/2016,Billings,Montana,36,11.8
0.1,3/20/2016,Butte,Montana,27,4.7
0.01,3/20/2016,Cut Bank,Montana,34,12.48
0,3/20/2016,Dillon,Montana,32,7.78
0,3/20/2016,Glasgow,Montana,34,11.04
0.09,3/20/2016,Great Falls,Montana,35,10.2
0.03,3/20/2016,Havre,Montana,34,9.37
0.02,3/20/2016,Helena,Montana,36,6.51
0.13,3/20/2016,Kalispell,Montana,35,3.61
0.01,3/20/2016,Miles City,Montana,36,10.07
0.25,3/20/2016,Missoula,Montana,36,2.45
0.16,3/20/2016,Grand Island,Nebraska,41,8.92
0.51,3/20/2016,Lincoln,Nebraska,45,7.94
0.2,3/20/2016,Norfolk,Nebraska,41,10.01
0.05,3/20/2016,North Platte,Nebraska,34,8.01
0.29,3/20/2016,Omaha,Nebraska,46,9.41
0,3/20/2016,Scottsbluff,Nebraska,36,8.01
0,3/20/2016,Sidney,Nebraska,33,10.91
0,3/20/2016,Valentine,Nebraska,35,10.78
0,3/20/2016,Ely,Nevada,40,5.71
0,3/20/2016,Eureka,Nevada,42,4.78
0,3/20/2016,Las Vegas,Nevada,67,1.74
0,3/20/2016,Mercury,Nevada,59,4.44
0,3/20/2016,Reno,Nevada,50,4.65
0,3/20/2016,Winnemucca,Nevada,43,5.5
0.43,3/20/2016,Concord,New Hampshire,40,5.98
1.72,3/20/2016,Atlantic City,New Jersey,47,8
0.62,3/20/2016,Newark,New Jersey,48,8.27
0,3/20/2016,Albuquerque,New Mexico,51,6
0,3/20/2016,Clayton,New Mexico,41,9.18
0,3/20/2016,Roswell,New Mexico,52,6.21
0.48,3/20/2016,Albany,New York,43,5.24
0.38,3/20/2016,Binghamton,New York,39,7.22
0.35,3/20/2016,Buffalo,New York,41,7.9
0.82,3/20/2016,Glens Falls,New York,39,3.87
1.36,3/20/2016,Islip,New York,46,8.94
0.31,3/20/2016,New York,New York,48,9.88
0.5,3/20/2016,Rochester,New York,41,6.82
0.94,3/20/2016,Syracuse,New York,40,6.27
0.21,3/20/2016,Asheville,North Carolina,56,4.88
1.14,3/20/2016,Cape Hatteras,North Carolina,60,5.27
0.22,3/20/2016,Charlotte,North Carolina,61,3.88
0.22,3/20/2016,Greensboro,North Carolina,59,4.95
0.15,3/20/2016,Hickory,North Carolina,59,4.27
1.99,3/20/2016,Raleigh/Durham,North Carolina,60,3.12
0.78,3/20/2016,Wilmington,North Carolina,65,6.02
0.11,3/20/2016,Bismarck,North Dakota,36,10.72
0,3/20/2016,Dickinson,North Dakota,31,12.35
0.16,3/20/2016,Fargo,North Dakota,38,8.74
0.5,3/20/2016,Grand Forks,North Dakota,37,8.5
0.02,3/20/2016,Williston,North Dakota,32,10.14
0.64,3/20/2016,Akron,Ohio,46,7.8
0.62,3/20/2016,Cleveland,Ohio,46,9.12
0.44,3/20/2016,Columbus,Ohio,50,6.87
0.59,3/20/2016,Dayton,Ohio,49,9.95
0.35,3/20/2016,Mansfield,Ohio,46,8.14
0.02,3/20/2016,Toledo,Ohio,43,8.2
0.73,3/20/2016,Youngstown/Warren,Ohio,46,7.54
0,3/20/2016,Gage,Oklahoma,45,7.54
0,3/20/2016,Oklahoma City,Oklahoma,52,10.37
0,3/20/2016,Ponca City,Oklahoma,49,7.12
0,3/20/2016,Tulsa,Oklahoma,53,7.57
1.33,3/20/2016,Astoria,Oregon,49,6.08
0.11,3/20/2016,Burns,Oregon,40,9.01
1.38,3/20/2016,Eugene,Oregon,49,5.57
0.32,3/20/2016,Medford,Oregon,53,1.85
0.27,3/20/2016,Pendleton,Oregon,43,5.18
0.88,3/20/2016,Portland,Oregon,50,9.38
0.05,3/20/2016,Redmond,Oregon,40,3.74
1.13,3/20/2016,Salem,Oregon,49,5.65
0.35,3/20/2016,Allentown,Pennsylvania,45,5.38
0.12,3/20/2016,Erie,Pennsylvania,44,9.81
0.37,3/20/2016,Harrisburg,Pennsylvania,47,4.7
1.14,3/20/2016,Philadelphia,Pennsylvania,49,7.25
0.81,3/20/2016,Pittsburgh,Pennsylvania,49,6.3
0.77,3/20/2016,Wilkes-Barre/Scranton,Pennsylvania,44,4.11
0.28,3/20/2016,Williamsport,Pennsylvania,45,4.67
0.05,3/20/2016,San Juan,Puerto Rico,79,7.12
1.71,3/20/2016,Providence,Rhode Island,44,9.5
0.02,3/20/2016,Anderson,South Carolina,62,4.3
0.09,3/20/2016,Charleston,South Carolina,69,6.2
0.22,3/20/2016,Columbia,South Carolina,66,4.84
0.7,3/20/2016,Greer,South Carolina,62,4.68
0.12,3/20/2016,Aberdeen,South Dakota,39,10.75
0.12,3/20/2016,Huron,South Dakota,39,10.4
0.06,3/20/2016,Pierre,South Dakota,39,13.45
0,3/20/2016,Rapid City,South Dakota,34,11.72
0.07,3/20/2016,Sioux Falls,South Dakota,39,9.55
0.29,3/20/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,54,3.5
0.25,3/20/2016,Chattanooga,Tennessee,60,4.91
0.25,3/20/2016,Clarksville,Tennessee,53,7.72
0.19,3/20/2016,Crossville,Tennessee,54,6.14
0.28,3/20/2016,Knoxville,Tennessee,57,6.07
0.11,3/20/2016,Memphis,Tennessee,59,7.42
0.01,3/20/2016,Nashville,Tennessee,57,6.48
1.03,3/20/2016,Oak Ridge,Tennessee,57,1.74
0,3/20/2016,Abilene,Texas,56,6.77
0,3/20/2016,Amarillo,Texas,47,7.9
0.07,3/20/2016,Austin/Bergstrom,Texas,64,7.17
0.09,3/20/2016,Austin/City,Texas,67,3.41
0.01,3/20/2016,Beaumont/Port Arthur,Texas,69,8.95
0.42,3/20/2016,Brownsville,Texas,73,10.55
0.02,3/20/2016,Childress,Texas,53,8.2
0,3/20/2016,College Station,Texas,66,8.05
1.29,3/20/2016,Corpus Christi,Texas,71,12.38
0,3/20/2016,Dalhart,Texas,44,8.92
0.01,3/20/2016,Dallas,Texas,61,8.17
0,3/20/2016,Dallas-Fort Worth,Texas,60,9.31
0,3/20/2016,Del Rio,Texas,66,4.94
0,3/20/2016,El Paso,Texas,61,5.65
0.16,3/20/2016,Fort Worth,Texas,60,8.5
0.01,3/20/2016,Galveston,Texas,69,12.94
0.16,3/20/2016,Houston,Texas,70,9.11
0,3/20/2016,Lubbock,Texas,53,9.1
0,3/20/2016,Midland,Texas,57,8.07
0,3/20/2016,San Angelo,Texas,60,5.11
0.06,3/20/2016,San Antonio,Texas,67,6.64
1.28,3/20/2016,Victoria,Texas,68,9.25
0,3/20/2016,Waco,Texas,61,8
0.03,3/20/2016,Wichita Falls,Texas,54,9.71
0.24,3/20/2016,Salt Lake City,Utah,43,2.78
1.33,3/20/2016,Blacksburg,VA,55,4.02
0.56,3/20/2016,Burlington,Vermont,38,7.02
1.03,3/20/2016,Lynchburg,Virginia,53,4.95
0.72,3/20/2016,Norfolk,Virginia,57,6.38
0.4,3/20/2016,Richmond,Virginia,54,5.45
1.33,3/20/2016,Roanoke,Virginia,55,4.02
0.64,3/20/2016,Wallops Island,Virginia,52,6.44
0.36,3/20/2016,Washington,Virginia,53,7.14
0.21,3/20/2016,Deer Park,Washington,40,5.31
0.01,3/20/2016,Ephrata,Washington,43,6.15
1.14,3/20/2016,Olympia,Washington,44,4.42
0.97,3/20/2016,Quillayute,Washington,46,3.85
0.42,3/20/2016,Seattle,Washington,48,8.37
0.11,3/20/2016,Spokane,Washington,41,8.27
0,3/20/2016,Yakima,Washington,45,2.78
0.71,3/20/2016,Beckley,West Virginia,51,5.54
0.51,3/20/2016,Charleston,West Virginia,54,4.75
0.77,3/20/2016,Elkins,West Virginia,47,3.75
0.26,3/20/2016,Huntington,West Virginia,55,5.24
1.29,3/20/2016,Green Bay,Wisconsin,38,8.42
1.46,3/20/2016,La Crosse,Wisconsin,43,7.85
1.33,3/20/2016,Madison,Wisconsin,42,6.78
0.61,3/20/2016,Milwaukee,Wisconsin,41,8.58
0,3/20/2016,Casper,Wyoming,29,10.34
0.3,3/20/2016,Cheyenne,Wyoming,30,12.08
0.11,3/20/2016,Lander,Wyoming,32,5.7
0.16,3/20/2016,Rawlins,Wyoming,27,11.5
0.02,3/20/2016,Sheridan,Wyoming,32,8.07
1.65,3/27/2016,Birmingham,Alabama,57,6.35
0.14,3/27/2016,Huntsville,Alabama,56,7.57
4.04,3/27/2016,Mobile,Alabama,61,6.94
0.52,3/27/2016,Montgomery,Alabama,61,4.98
0.16,3/27/2016,Anchorage,Alaska,38,2.71
3.41,3/27/2016,Annette,Alaska,42,8.5
0.09,3/27/2016,Bethel,Alaska,27,12.67
0.31,3/27/2016,Bettles,Alaska,21,1.74
0.32,3/27/2016,Cold Bay,Alaska,34,6.77
1.94,3/27/2016,Cordova,Alaska,42,3.72
0,3/27/2016,Delta Junction/Ft Greely,Alaska,33,6.7
0.02,3/27/2016,Fairbanks,Alaska,29,2.5
0,3/27/2016,Gulkana,Alaska,31,4.98
0,3/27/2016,Gustavus,Alaska,60,2.72
0.14,3/27/2016,Homer,Alaska,41,3.68
0.59,3/27/2016,Iliamna,Alaska,37,5.34
0.51,3/27/2016,Juneau,Alaska,43,6
0.12,3/27/2016,Kenai,Alaska,38,5.74
4.69,3/27/2016,Ketchikan,Alaska,45,9.51
0.93,3/27/2016,King Salmon,Alaska,36,5.87
1.89,3/27/2016,Kodiak,Alaska,40,9.28
0.06,3/27/2016,Kotzebue,Alaska,5,7.37
0.23,3/27/2016,Mc Grath,Alaska,25,2.35
0.02,3/27/2016,Nome,Alaska,13,2.48
0,3/27/2016,Northway,Alaska,26,1.75
0.16,3/27/2016,Palmer,Alaska,39,2.92
0,3/27/2016,Puntilla Lake,Alaska,60,0
0,3/27/2016,Shemya,Alaska,60,18.15
0.77,3/27/2016,Sitka,Alaska,46,3.95
0,3/27/2016,Skagway,Alaska,46,9.55
0.19,3/27/2016,St Paul Island,Alaska,28,19.62
0.48,3/27/2016,Talkeetna,Alaska,36,1.52
0,3/27/2016,Tanana,Alaska,24,4.6
0.03,3/27/2016,Utqiagvik (Barrow),Alaska,-2,8.27
0,3/27/2016,Wrangell,Alaska,60,5.42
1.5,3/27/2016,Yakutat,Alaska,41,3.68
0,3/27/2016,Douglas Bisbee,Arizona,56,6.77
0,3/27/2016,Kingman,Arizona,55,7.51
0,3/27/2016,Phoenix,Arizona,71,3.84
0,3/27/2016,Tucson,Arizona,66,3.51
0,3/27/2016,Winslow,Arizona,49,8.68
0.49,3/27/2016,Fort Smith,Arkansas,54,8.61
0.49,3/27/2016,Harrison,Arkansas,51,9.21
0.4,3/27/2016,North Little Rock,Arkansas,55,0
0,3/27/2016,Bakersfield,California,61,3.77
0,3/27/2016,Bishop,California,54,5.91
0,3/27/2016,China Lake,California,60,7.64
0.01,3/27/2016,Concord,California,59,5.62
1.3,3/27/2016,Eureka,California,51,0
0,3/27/2016,Fresno,California,59,4.11
0.07,3/27/2016,Hayward,California,57,5.9
0,3/27/2016,Long Beach,California,64,4.4
0,3/27/2016,Los Angeles,California,63,4.67
0.48,3/27/2016,Red Bluff,California,57,5.32
0.92,3/27/2016,Redding,California,57,3.02
0.02,3/27/2016,Sacramento,California,58,4.24
0.12,3/27/2016,Salinas,California,57,6.81
0,3/27/2016,San Diego,California,64,4.64
0.01,3/27/2016,San Francisco,California,57,13.07
0.02,3/27/2016,Sandberg,California,52,13.68
0,3/27/2016,Santa Barbara,California,60,3.58
0,3/27/2016,Santa Maria,California,60,9.58
0.01,3/27/2016,Stockton,California,59,7.57
0.48,3/27/2016,Alamosa,Colorado,30,6.62
0.56,3/27/2016,Colorado Springs,Colorado,39,8.05
0.09,3/27/2016,Craig,Colorado,35,5.72
0.52,3/27/2016,Denver,Colorado,38,9.01
0.38,3/27/2016,Grand Junction,Colorado,43,5.44
0.48,3/27/2016,Pueblo,Colorado,42,6.74
0.16,3/27/2016,Bridgeport,Connecticut,46,7.11
0.16,3/27/2016,Windsor Locks,Connecticut,45,6.2
0.02,3/27/2016,Newark,DE,50,7.32
0.02,3/27/2016,Wilmington,Delaware,50,7.32
0.64,3/27/2016,Daytona Beach,Florida,67,4.41
0.05,3/27/2016,Fort Lauderdale,Florida,74,10.64
0.87,3/27/2016,Gainesville,Florida,64,3.21
1.2,3/27/2016,Jacksonville,Florida,64,4.37
0.16,3/27/2016,Key West,Florida,74,10.68
0.04,3/27/2016,Miami,Florida,75,9.35
4.58,3/27/2016,Orlando,Florida,68,5.38
3.69,3/27/2016,Pensacola,Florida,62,8.5
4.44,3/27/2016,Tallahassee,Florida,61,4.5
0.79,3/27/2016,Tampa,Florida,69,4.85
1.02,3/27/2016,Vero Beach,Florida,69,7.3
0.25,3/27/2016,West Palm Beach,Florida,73,10.61
2.04,3/27/2016,Alma,Georgia,61,3.7
0.6,3/27/2016,Athens,Georgia,58,3.61
0.38,3/27/2016,Atlanta,Georgia,59,7.32
1.52,3/27/2016,Augusta,Georgia,59,4.37
0.9,3/27/2016,Macon,Georgia,58,3.85
4.11,3/27/2016,Savannah,Georgia,63,5.77
0.38,3/27/2016,Hilo,Hawaii,75,3.72
0.2,3/27/2016,Honolulu,Hawaii,74,2.18
1.38,3/27/2016,Kahului,Hawaii,74,2.22
0.05,3/27/2016,Kaunakakai,Hawaii,73,3.3
2.39,3/27/2016,Lihue,Hawaii,73,3.97
0.4,3/27/2016,Boise,Idaho,45,5.74
1.18,3/27/2016,Lewiston,Idaho,47,2.85
0.62,3/27/2016,Pocatello,Idaho,41,10.5
1.52,3/27/2016,Chicago,Illinois,42,7.45
1.4,3/27/2016,Moline,Illinois,43,8.7
0.58,3/27/2016,Peoria,Illinois,48,6.88
0.14,3/27/2016,Quincy,Illinois,48,9.67
1.19,3/27/2016,Rockford,Illinois,40,8.02
1.55,3/27/2016,Springfield,Illinois,50,10.75
0.79,3/27/2016,Evansville,Indiana,51,8.02
1.36,3/27/2016,Fort Wayne,Indiana,46,8.14
1.13,3/27/2016,Indianapolis,Indiana,50,10.05
0.99,3/27/2016,South Bend,Indiana,45,5.98
0.49,3/27/2016,Cedar Rapids,Iowa,40,11.44
0.47,3/27/2016,Des Moines,Iowa,44,10.31
0.79,3/27/2016,Dubuque,Iowa,39,10.31
2.3,3/27/2016,Sioux City,Iowa,39,11.17
0.92,3/27/2016,Waterloo,Iowa,40,10.72
0.33,3/27/2016,Concordia,Kansas,45,10.26
0,3/27/2016,Dodge City,Kansas,49,13.37
0.46,3/27/2016,Goodland,Kansas,44,10.9
0.45,3/27/2016,Medicine Lodge,Kansas,51,11.92
0.42,3/27/2016,Topeka,Kansas,50,10
0.62,3/27/2016,Wichita,Kansas,50,15.18
1.41,3/27/2016,Covington,Kentucky,51,9.55
0.46,3/27/2016,Jackson,Kentucky,55,2.65
0.56,3/27/2016,Lexington,Kentucky,52,10.42
1.33,3/27/2016,Louisville,Kentucky,54,9.35
0.93,3/27/2016,Paducah,Kentucky,53,7.15
1.29,3/27/2016,Baton Rouge,Louisiana,61,5.02
1.67,3/27/2016,Lake Charles,Louisiana,61,5.42
2.06,3/27/2016,New Orleans,Louisiana,63,7.2
0.29,3/27/2016,Shreveport,Louisiana,59,8.22
2.87,3/27/2016,Slidell,Louisiana,60,5.53
0.46,3/27/2016,Bangor,Maine,29,6.24
0.86,3/27/2016,Caribou,Maine,23,6.17
0.53,3/27/2016,Portland,Maine,36,6.07
0.04,3/27/2016,Baltimore,Maryland,52,6.47
0.24,3/27/2016,Salisbury,Maryland,54,9.27
0.38,3/27/2016,Boston,Massachusetts,41,8.25
0,3/27/2016,Milton,Massachusetts,60,6.96
0.48,3/27/2016,Worcester,Massachusetts,40,6.67
1.27,3/27/2016,Alpena,Michigan,32,6.95
2.12,3/27/2016,Detroit,Michigan,43,5.4
1.3,3/27/2016,Flint,Michigan,41,6.84
1.4,3/27/2016,Grand Rapids,Michigan,40,7.4
1.22,3/27/2016,Houghton Lake,Michigan,34,6.82
0.84,3/27/2016,Lansing,Michigan,40,7.11
0.22,3/27/2016,Marquette,Michigan,28,0
1.48,3/27/2016,Muskegon,Michigan,39,6.15
0.71,3/27/2016,Sault Ste Marie,Michigan,31,4.75
0.47,3/27/2016,Duluth,Minnesota,29,8.74
0.12,3/27/2016,International Falls,Minnesota,27,3.75
0.5,3/27/2016,Minneapolis,Minnesota,39,9.27
1.03,3/27/2016,Rochester,Minnesota,36,10.4
0.39,3/27/2016,St Cloud,Minnesota,36,7.67
0.51,3/27/2016,Greenville,Mississippi,57,8.2
0.7,3/27/2016,Greenwood,Mississippi,56,6.45
2.01,3/27/2016,Gulfport,Mississippi,61,5.7
0.86,3/27/2016,Hattiesburg,Mississippi,59,4.98
0.64,3/27/2016,Jackson,Mississippi,58,6.25
1.27,3/27/2016,Meridian,Mississippi,57,6.1
0.61,3/27/2016,Tupelo,Mississippi,56,6.8
0.75,3/27/2016,Cape Girardeau,Missouri,52,9.91
0.23,3/27/2016,Columbia,Missouri,51,10.28
1.55,3/27/2016,Kansas City,Missouri,49,12.11
0.31,3/27/2016,Rolla/Vichy,Missouri,50,11.52
0.25,3/27/2016,Springfield,Missouri,51,12.95
0.21,3/27/2016,St Joseph,Missouri,47,10.58
0.39,3/27/2016,St Louis,Missouri,53,9.81
0.42,3/27/2016,Billings,Montana,42,8.51
0.05,3/27/2016,Butte,Montana,34,4.62
0.13,3/27/2016,Cut Bank,Montana,35,12.3
0.1,3/27/2016,Dillon,Montana,38,7.01
0,3/27/2016,Glasgow,Montana,37,5.58
0.28,3/27/2016,Great Falls,Montana,39,10.81
0,3/27/2016,Havre,Montana,38,6.88
0.06,3/27/2016,Helena,Montana,40,6.51
0.27,3/27/2016,Kalispell,Montana,39,5.15
0.19,3/27/2016,Miles City,Montana,41,6.37
0.16,3/27/2016,Missoula,Montana,40,3.12
0.27,3/27/2016,Grand Island,Nebraska,43,13.18
0.33,3/27/2016,Lincoln,Nebraska,45,10.84
1.78,3/27/2016,Norfolk,Nebraska,38,10.17
0.57,3/27/2016,North Platte,Nebraska,40,9.87
0.58,3/27/2016,Omaha,Nebraska,44,11.44
0.16,3/27/2016,Scottsbluff,Nebraska,40,10.25
0.71,3/27/2016,Sidney,Nebraska,38,11.82
0.5,3/27/2016,Valentine,Nebraska,38,7.77
0.06,3/27/2016,Ely,Nevada,38,7.35
0.17,3/27/2016,Eureka,Nevada,39,5.42
0,3/27/2016,Las Vegas,Nevada,64,7.38
0,3/27/2016,Mercury,Nevada,56,8.51
0.01,3/27/2016,Reno,Nevada,48,5.47
0.02,3/27/2016,Winnemucca,Nevada,40,5.44
0.34,3/27/2016,Concord,New Hampshire,39,4.8
0.2,3/27/2016,Atlantic City,New Jersey,49,8.28
0.11,3/27/2016,Newark,New Jersey,50,7.78
0,3/27/2016,Albuquerque,New Mexico,50,8.44
0.19,3/27/2016,Clayton,New Mexico,46,10.95
0,3/27/2016,Roswell,New Mexico,55,7.15
0.05,3/27/2016,Albany,New York,44,6.61
0.11,3/27/2016,Binghamton,New York,41,6.97
0.54,3/27/2016,Buffalo,New York,40,8.5
0.41,3/27/2016,Glens Falls,New York,40,4.77
0.16,3/27/2016,Islip,New York,46,8.58
0.14,3/27/2016,New York,New York,50,8.32
0.54,3/27/2016,Rochester,New York,39,7.78
0.22,3/27/2016,Syracuse,New York,42,7.25
0.15,3/27/2016,Asheville,North Carolina,52,7.02
1.04,3/27/2016,Cape Hatteras,North Carolina,60,8.71
0.29,3/27/2016,Charlotte,North Carolina,58,7.52
1.28,3/27/2016,Greensboro,North Carolina,56,9.14
0.3,3/27/2016,Hickory,North Carolina,56,6.35
0.83,3/27/2016,Raleigh/Durham,North Carolina,58,8.25
0.78,3/27/2016,Wilmington,North Carolina,62,8.27
0.03,3/27/2016,Bismarck,North Dakota,36,7.34
0,3/27/2016,Dickinson,North Dakota,34,7.02
0.2,3/27/2016,Fargo,North Dakota,36,8.58
0,3/27/2016,Grand Forks,North Dakota,34,8.65
0.01,3/27/2016,Williston,North Dakota,34,6.28
0.82,3/27/2016,Akron,Ohio,48,9.95
0.48,3/27/2016,Cleveland,Ohio,46,7.74
1,3/27/2016,Columbus,Ohio,50,8.88
0.79,3/27/2016,Dayton,Ohio,49,11.07
0.77,3/27/2016,Mansfield,Ohio,47,10.77
